,Book Name,Description,Author,Number of Reviews,Rating,Price,Listening_Time_Minutes,Rank,Genre
3979,the passenger,random house present the audiobook edition of the passenger by john marrs,john marrs,620.0,4.5,752.0,0,3,
3981,a heart so fierce and broken,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,brigid kemmerer,566.0,4.6,668.0,0,3,
3982,the wilding the hundred name of darkness part,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,nilanjana roy,39.0,4.6,721.0,0,3,
3984,the movie star mystery the boxcar child mystery book,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,gertrude chandler warner,3.0,4.7,284.0,0,3,
3986,the edinburgh lecture on mental science,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,thomas troward,87.0,4.5,379.0,0,3,
3987,memory of midnight,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,sidney sheldon,229.0,4.4,938.0,0,3,
3989,enduring the whirlwind the german army and the russo german war,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,gregory liedtke,32.0,3.9,836.0,0,3,
3991,the upstairs room,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,kate murray-browne,49.0,3.6,323.0,0,3,
3992,winter the lunar chronicle book,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,marissa meyer,1973.0,4.8,1328.0,0,3,
3993,on tyranny twenty lesson from the twentieth century,history doe not repeat but it doe instruct,timothy snyder,4643.0,4.7,615.0,0,3,
3996,bunny,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,mona awad,36.0,4.0,1328.0,0,3,
3997,neurodharma step to the highest happiness,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,rick hanson,81.0,4.5,888.0,0,3,
3998,dust on the mountain,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,ruskin bond,32.0,4.3,301.0,0,3,
4000,trouble in mind,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,jeffery deaver,116.0,4.3,990.0,0,3,
4002,don t panic third edition taking control of anxiety attack,the authority on panic and anxiety newly revised and expanded are you one of the more than million american who suffer from anxiety don t panic,reid wilson phd,91.0,4.6,703.0,0,3,
4003,trinity,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,leon uris,274.0,4.5,1005.0,0,3,
4005,divergence the heritage universe book,all her life darya lang ha dreamed of finding the builder whose artifact she ha single handedly cataloged for the rest of the universe troubleshooter and adventurer han rebka ha his own dream of unraveling the mystery of those artifact to louis nenda and the cecropian atvar h sial the builder artifact represent a once in a lifetime shot at untold wealth and close behind them come the others councilor julius graf who doe not trust anyone else to make first contact unassisted the slave j merlia and kallik who crave only a reunion with their master and the embodied computer e c tally charged with finding out just what the rest are up to,charles sheffield,2.0,4.0,656.0,0,3,
4006,tempting love,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,kelly elliott,111.0,4.7,668.0,0,3,
4007,angel miracle and heavenly encounter real life story of supernatural event,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,james stuart bell,107.0,4.3,612.0,0,3,
4008,i ll give you the sun,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,jandy nelson,1188.0,4.7,1005.0,0,3,
4009,the curious case of benjamin button,benjamin button wa literally born an old man he lived a backwards life for his body grew younger a the year passed him by come and listen to the original unabridged story by f scott fitzgerald which inspired the movie,f. scott fitzgerald,361.0,4.3,23.0,0,3,
4011,the good soldier,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,ford madox ford,440.0,3.7,668.0,0,3,
4014,interrogating my chandal life an autobiography of a dalit,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,manoranjan byapari,21.0,4.8,1003.0,0,3,
4016,uncrowned,emriss silentborn memory of the world,will wight,936.0,4.6,836.0,0,3,
4018,what work gender equality by design,gender equality is a moral and a business imperative but unconscious bias hold u back and de biasing people s mind ha proven to be difficult and expensive diversity training program have had limited success and individual effort alone often invite backlash behavioral design offer a new solution by de biasing organization instead of individual we can make smart change that have big impact presenting research based solution iris bohnet hand u the tool we need to move the needle in classroom and boardroom in hiring and promotion benefiting business government and the life of million what work is built on new insight into the human mind it draw on data collected by company university and government in australia india norway the united kingdom the united state zambia and other country often in randomized controlled trial it point out dozen of evidence based intervention that could be adopted right now and demonstrates how research is addressing gender bias improving life and performance what work show what more can be done often at shockingly low cost and surprisingly high speed,iris bohnet,56.0,4.7,1172.0,0,3,
4021,eat their lunch winning customer away from your competition,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,anthony iannarino,128.0,4.5,879.0,0,3,
4022,mission of honor honor harrington book,the star kingdom of manticore and the republic of haven have been enemy for honor harrington s entire life and she ha paid a price for the victory she s achieved in that conflict and now the unstoppable juggernaut of the mighty solarian league is on a collision course with manticore the million who have already died may have been only a foretaste of the billion of casualty just over the horizon and honor see it coming,david weber,328.0,4.5,836.0,0,3,
4024,morning noon and night erotica for couple,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,alison tyler (editor),3.0,3.4,468.0,0,3,
4025,tief im herzen quinn saga,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,nora roberts,18.0,4.7,334.0,0,3,
4029,interrogating my chandal life an autobiography of a dalit,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,manoranjan byapari,21.0,4.8,1003.0,0,3,
4031,uncrowned,emriss silentborn memory of the world,will wight,937.0,4.6,836.0,0,3,
4033,what work gender equality by design,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,iris bohnet,56.0,4.7,1172.0,0,3,
4036,eat their lunch winning customer away from your competition,the first ever playbook for b b salesperson on how to win client and customer who are already being serviced by your competition from the author of the only sale guide you ll ever need and the lost art of closing,anthony iannarino,128.0,4.5,879.0,0,3,
4037,mission of honor honor harrington book,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,david weber,328.0,4.5,836.0,0,3,
4040,tief im herzen quinn saga,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,nora roberts,18.0,4.7,334.0,0,3,
4041,mord im orientexpress,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,agatha christie,86.0,4.7,233.0,0,3,
4042,one shot jack reacher,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,lee child,3425.0,4.6,1093.0,0,3,
4043,the truth about the drug company how they deceive u and what to do about it,in this explosive expose of the drug company and how they are ripping u off marcia angell m d a doctor medical journalist and a former editor of the respected new england journal of medicine reveals the many way in which the pharmaceutical industry ha moved away from it original purpose of finding and producing useful new drug,marcia angell,156.0,4.6,753.0,0,3,
4044,black leopard red wolf dark star trilogy book,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,marlon james,638.0,3.9,1093.0,0,3,
4045,believe in yourself,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,dr. joseph murphy,1739.0,4.2,234.0,0,3,
4046,a most elegant equation euler s formula and the beauty of mathematics,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,david stipp,43.0,4.3,703.0,0,3,
4048,infinite awareness the awakening of a scientific mind,a a neuroscientist marjorie woollacott had no doubt that the brain wa a purely physical entity controlled by chemical and electrical pulse when she experimented with meditation for the first time however her entire world changed woollacott s journey through year of meditation ha made her question the reality she built her career upon and ha forced her to ask what human consciousness really is infinite awareness pair woollacott s research a a neuroscientist with her self revelation about the mind s spiritual power between the scientific and spiritual world she break open the definition of human consciousness to investigate the existence of a nonphysical and infinitely powerful mind,marjorie hines woollacott,28.0,4.4,836.0,0,3,
4050,because life is a gift,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,disha,195.0,4.4,668.0,0,3,
4052,the nature of plant an introduction to how plant work,plant play a critical role in how we experience our environment they create calming green space provide oxygen for u to breathe and nourish our sens in the nature of plant ecologist and nursery owner craig huegel demystifies the complex life of plant and provides listener with an extensive tour into their working,craig n. huegel,17.0,4.4,586.0,0,3,
4054,the deep heart our portal to presence,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,john j. prendergast phd,47.0,4.7,586.0,0,3,
4056,the cuckoo s egg tracking a spy through the maze of computer espionage,before the internet became widely known a a global tool for terrorist one perceptive u citizen recognized it ominous potential armed with clear evidence of computer espionage he began a highly personal quest to expose a hidden network of spy that threatened national security but would the authority back him up cliff stoll s dramatic firsthand account is a computer age detective story instantly fascinating and astonishingly gripping smithsonian,cliff stoll,526.0,4.7,703.0,0,3,
4063,infinite awareness the awakening of a scientific mind,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,marjorie hines woollacott,28.0,4.4,836.0,0,3,
4065,because life is a gift,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,disha,195.0,4.4,668.0,0,3,
4067,the nature of plant an introduction to how plant work,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,craig n. huegel,17.0,4.4,586.0,0,3,
4069,the deep heart our portal to presence,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,john j. prendergast phd,47.0,4.7,586.0,0,3,
4071,the cuckoo s egg tracking a spy through the maze of computer espionage,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,cliff stoll,526.0,4.7,703.0,0,3,
4073,dear universe mini meditation for instant manifestation,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,sarah prout,1234.0,4.8,1003.0,0,3,
4075,thing to do before you deliver the first time mom s pregnancy guide for your baby your body and your sanity,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,jill krause,270.0,4.5,501.0,0,3,
4077,a taste for death,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,p. d. james,322.0,4.3,797.0,0,3,
4078,the confession of st augustine,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,saint augustine,28.0,3.9,914.0,0,3,
4080,the land of story beyond the kingdom,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,chris colfer,997.0,4.8,500.0,0,3,
4082,faking friend,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,jane fallon,580.0,4.4,888.0,0,3,
4083,the mushroom at the end of the world on the possibility of life in capitalist ruin,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,anna lowenhaupt tsing,104.0,4.4,938.0,0,3,
4084,rainbow magic sky the blue fairy,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,daisy meadows,60.0,4.5,351.0,0,3,
4085,the princess diarist,winner of the grammy for best spoken word album,carrie fisher,1392.0,4.3,615.0,0,3,
4086,the girl of his dream,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,donna leon,240.0,4.4,410.0,0,3,
4087,how to win the lottery with the law of attraction four lottery winner share their manifestation technique,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,eddie coronado,425.0,4.2,233.0,0,3,
4089,the cross and the switchblade,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,david wilkerson,847.0,4.8,586.0,0,3,
4090,beyond the aquila rift,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,alastair reynolds,91.0,4.7,258.0,0,3,
4093,when the past is present healing the emotional wound that sabotage our relationship,in this audiobook psychotherapist david richo explores how we replay the past in our present day relationship and how we can free ourselves from this destructive pattern we all have a tendency to transfer potent feeling need expectation and belief from childhood or from former relationship onto the people in our daily life whether they are our intimate partner friend or acquaintance when the past is present help u to become more aware of the way we slip into the past so that we can identify our emotional baggage and take step to unpack it and put it where it belongs drawing on decade of experience a a psychotherapist richo help listener to,david richo phd,148.0,4.5,668.0,0,3,
4095,letter to malcolm chiefly on prayer,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,c. s. lewis,7.0,4.5,585.0,0,3,
4098,audio engineering a beginner s guide to music production,practical concise and approachable audio engineering second edition cover everything aspiring audio engineer need to know to make it in the recording industry from the characteristic of sound to microphone analog versus digital recording eq compression mixing mastering and career skill filled with hand on step by step technique breakdown and all new interview with active professional this updated edition includes instruction in using digital console ipads for mixing audio apps plug in home studio and audio for podcasts,tim dittmar,102.0,4.5,1385.0,0,3,
4099,devious lie,from usa today best selling author parker s huntington come an enemy to lover slow burn romance full of revenge and a dash of fate,parker s. huntington,275.0,4.3,836.0,0,3,
4100,fighting destiny the fae chronicle book,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,amelia hutchins,2066.0,4.5,836.0,0,3,
4102,brida,by completing your purchase you agree to audible s condition of use amazon s privacy notice and if applicable audible s recurring payment term,sven görtz,18.0,4.2,602.0,0,3,
4104,jennings again,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,anthony buckeridge,1.0,4.0,563.0,0,3,
4106,the new york time pocket mba analyzing financial statement key to understanding number unabr,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,eric press ph.d.,1.0,4.0,367.0,0,3,
4107,what to do with a bad boy,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,marie harte,40.0,4.7,1172.0,0,3,
4108,old man s war old man s war book,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,john scalzi,2598.0,4.5,323.0,0,3,
4109,old man s war old man s war book,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,john scalzi,2598.0,4.5,323.0,0,3,
4110,philosophy a very short introduction,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,edward craig,137.0,4.4,539.0,0,3,
4112,kaurava,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,krishna udayasankar,105.0,4.0,1003.0,0,3,
4114,mandate will of the people,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,vir sanghvi,166.0,4.1,501.0,0,3,
4119,the move that matter a chess grandmaster on the game of life,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,jonathan rowson,38.0,4.5,759.0,0,3,
4122,think and grow rich,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,napoleon hill,22330.0,4.5,836.0,0,3,
4123,think and grow rich,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,napoleon hill,22.0,4.4,836.0,0,3,
4124,be a people person effective leadership through effective relationship,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,john c. maxwell,340.0,4.5,586.0,0,3,
4126,camp half blood confidential,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,rick riordan,446.0,4.7,478.0,0,3,
4127,learn nepali word power,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,innovative language learning,2.0,4.0,0.0,0,3,
4128,a bollywood affair,in the tradition of shobhan bantwal s successful indian american novel sonali dev s debut capture the colorful spirit and fascinating detail of indian and bollywood culture including a lavish wedding while delivering an emotionally layered and accessible story,sonali dev,209.0,4.2,820.0,0,3,
4129,fearless facilitation the ultimate field guide to engaging and involving your audience,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,cyndi maxey,3.0,3.7,668.0,0,3,
4131,once upon a curfew,it is indu ha inherited a flat from her grandmother and want to turn it into a library for woman her parent think this will keep her suitably occupied till she marries her fianc rajat who s away studying in london,srishti chaudhary,26.0,4.1,879.0,0,3,
4132,two year before the mast a personal narrative of life at sea,two year before the mast is an memoir by the author richard henry dana a harvard graduate he spent the year to a a sailor on a merchant ship on a voyage from boston to california the journey took them past cape horn on the tierra del fuego archipelago where the pacific and atlantic ocean meet,richard h. dana jr.,233.0,4.1,1055.0,0,3,
4133,the primal scream primal therapy the cure for neurosis,first published in the primal scream challenged all existing form of therapy of it time by presenting a new approach to psychological trauma based psychotherapy based on janov s theory that neurosis is caused by the repressed pain of childhood trauma,arthur janov,3.0,4.6,445.0,0,3,
4134,kidnapped,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,robert louis stevenson,702.0,4.2,668.0,0,3,
4135,false colour,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,georgette heyer,254.0,4.5,748.0,0,3,
4137,when sorry isn t enough making thing right with those you love,i said i wa sorry,gary chapman,521.0,4.6,569.0,0,3,
4138,president elect a luke stone thriller book,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,jack mars,275.0,4.0,668.0,0,3,
4140,heidi,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,johanna spyri,1828.0,4.5,166.0,0,3,
4141,running against the devil a plot to save america from trump and democrat from themselves,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,rick wilson,479.0,4.7,1005.0,0,3,
4142,frozen enemy hyperspace high book,john learns that museum in outer space are anything but boring when his class travel to the museum planet of archivus major but the field trip go badly wrong when two rival tribe of alien are accidentally released from cryogenic storage,zac harrison,3.0,4.5,303.0,0,3,
4143,black eyed susans,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,julia heaberlin,852.0,4.1,752.0,0,3,
4144,julius caesar,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,william shakespeare,227.0,4.5,422.0,0,3,
4145,because of winn dixie,a newbery medal honor book and now a major motion picture from twentieth century fox,kate dicamillo,2341.0,4.8,502.0,0,3,
4146,the big green tent a novel,the big green tent epitomizes what we think of when we imagine the classic russian novel,ludmila ulitskaya,56.0,4.5,1170.0,0,3,
4147,the gatekeeper inside the admission process of a premier college,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,jacques steinberg,61.0,4.4,836.0,0,3,
4148,how not to make a short film secret from a sundance programmer,anyone can make a short film right just grab some friend and your handheld and you can do it in a weekend or two before being accepted to a slew of film festival right,roberta marie munroe,43.0,4.3,469.0,0,3,
4149,false colour,the honourable christopher fancot on leave from the diplomatic service in the summer of is startled to find his entrancing but incorrigibly extravagant mother on the brink of financial and social ruin and more than alarmed that his identical twin evelyn earl of denville ha disappeared without trace,georgette heyer,254.0,4.5,748.0,0,3,
4151,when sorry isn t enough making thing right with those you love,i said i wa sorry,gary chapman,522.0,4.6,569.0,0,3,
4154,heidi,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,johanna spyri,1828.0,4.5,166.0,0,3,
4155,running against the devil a plot to save america from trump and democrat from themselves,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,rick wilson,479.0,4.7,1005.0,0,3,
4156,frozen enemy hyperspace high book,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,zac harrison,3.0,4.5,303.0,0,3,
4157,performance dashboard measuring monitoring and managing your business nd edition,tip technique and trend on harnessing dashboard technology to optimize business performance,wayne w. eckerson,30.0,4.5,836.0,0,3,
4158,the alchemy of u how human and matter transformed one another,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,ainissa ramirez,69.0,4.8,586.0,0,3,
4159,in the penal colony,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,franz kafka,27.0,4.1,93.0,0,3,
4160,promise part bounty hunter series book,bradford ford king wa sure he had the rest of his life mapped out life wa simple no distraction or complication at age that s all ford wanted what he didn t want wa his work partner sniper watchman dana giving him s t all the time,a.e. via,149.0,4.7,586.0,0,3,
4161,the element of investing easy lesson for every investor updated edition,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,burton g. malkiel,217.0,4.5,375.0,0,3,
4162,mutual fund for dummy,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,eric tyson mba,73.0,4.5,703.0,0,3,
4163,activate your vagus nerve unleash your body s natural ability to overcome gut sensitivity inflammation autoimmunity brain fog anxiety and depression,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,dr. navaz habib,246.0,4.6,469.0,0,3,
4165,so long see you tomorrow,on an illinois farm in the s a man is murdered and in the same moment the tenous friendship between two lonely boy come to an end in telling their interconnected story american book award winner william delivers a masterfully restrained and magically evocative meditation on the past,william maxwell,158.0,4.3,668.0,0,3,
4167,a night like this,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,julia quinn,200.0,4.2,12356.0,0,3,
4169,american history a very short introduction,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,paul s. boyer,129.0,4.4,501.0,0,3,
4170,miracle morning german edition die stunde die alles ver ndert,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,hal elrod,31.0,4.5,602.0,0,3,
4171,i robot how to be a footballer book,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,peter crouch,596.0,4.7,888.0,0,3,
4173,possession a romance,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,a. s. byatt,267.0,4.1,987.0,0,3,
4176,be happy,be happy is a state of the art production featuring glenn harrold s highly acclaimed hypnotherapy technique the aim of be happy is to help you develop a lasting feeling of happiness by using hypnosis to help you connect to the divine creative source within you you will be guided to find happiness by developing presence living in the moment and subjugating your ego,glenn harrold mbsch dip c.h.,10.0,4.1,292.0,0,3,
4178,solo,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,deborah bladon,509.0,4.4,668.0,0,3,
4180,le plac bo c est vous m ditation,by completing your purchase you agree to audible s condition of use amazon s privacy notice and if applicable audible s recurring payment term,joe dispenza,15.0,4.4,376.0,0,3,
4183,boomerang the meltdown tour,the unabridged downloadable audiobook edition of boomerang the meltdown tour michael lewis brilliant tragus comic romp across post crash europe read by the actor dylan baker,michael lewis,256.0,4.4,683.0,0,3,
4184,remember me,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,sophie kinsella,836.0,4.4,410.0,0,3,
4186,magic tree house collection book,by completing your purchase you agree to audible s condition of use amazon s privacy notice and if applicable audible s recurring payment term,mary pope osborne,48.0,4.7,1206.0,0,3,
4187,the millionaire real estate agent,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,gary keller,1154.0,4.6,1384.0,0,3,
4189,in the house of the riddle mother the most common archetypal motif in woman s dream,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,clarissa pinkola estés phd,8.0,4.7,328.0,0,3,
4191,do story,today s world want to know you and the real story behind why you do what you do whether you have a product to sell a company mission to share or an audience to entertain people are far more likely to engage and connect if you deliver a well crafted story with an emotional core,bobette buster,67.0,4.4,615.0,0,3,
4192,the kiss of deception remnant chronicle,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,mary e. pearson,683.0,4.5,1382.0,0,3,
4194,double act,ruby and garnet are ten year old twin they re identical and they do everything together especially since their mother died three year earlier but they couldn t be more different,jacqueline wilson,185.0,4.7,531.0,0,3,
4195,don t bite the hook finding freedom from anger resentment and other destructive emotion,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,pema chödrön,171.0,4.6,502.0,0,3,
4196,on having no head,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,douglas edison harding,93.0,4.4,233.0,0,3,
4197,sit walk stand the process of christian maturity,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,watchman nee,218.0,4.8,586.0,0,3,
4198,woman in power their voice their story,woman in power carry the inimitable voice of indian woman who have been pioneer and led large organization in banking law the medium advertising government service health care consulting the fast moving consumer good sector and the not for profit space,naina lal kidwai,69.0,4.2,836.0,0,3,
4199,the power of meaning crafting a life that matter,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,emily esfahani smith,209.0,4.4,683.0,0,3,
4201,brewing up a business adventure in beer from the founder of dogfish head craft brewery nd edition revised and updated,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,sam calagione,166.0,4.5,469.0,0,3,
4202,the conqueror the thrilling tale of the king who mastered the sea rajendra chola i,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,aditya iyengar,25.0,4.2,668.0,0,3,
4203,snakehead,undercover in a poisonous world teen spy alex rider is back for his seventh adrenaline rush adventure,anthony horowitz,310.0,4.7,645.0,0,3,
4204,monsieur lecoq volume i,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,emile gaboriau,41.0,3.8,670.0,0,3,
4205,indian philosophy a very short introduction,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,sue hamilton,35.0,4.2,501.0,0,3,
4207,god is not dead what quantum physic tell u about our origin and how we should live,move over richard dawkins and christopher hitchens a highly regarded nuclear physicist enters the debate about the existence of god and come down on the side of the angel goswami s hypothesis is that quantum physic hold the key to all the unsolved mystery of biology the nature and origin of life fossil gap of evolution why evolution proceeds from simple to complex and why biological being have feeling and consciousness,amit goswami phd,88.0,4.4,586.0,0,3,
4208,hamlet,the tragedy of hamlet prince of denmark often shortened to hamlet is a tragedy written by william shakespeare sometime between and set in denmark the play depicts prince hamlet and his revenge against his uncle claudius who ha murdered hamlet s father in order to seize his throne and marry hamlet s mother,william shakespeare,2540.0,4.3,65.0,0,3,
4209,a child s bible,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,lydia millet,58.0,4.0,1172.0,0,3,
4210,the comeback,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,ella berman,69.0,4.5,1005.0,0,3,
4211,the thief knot greenglass house book,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,kate milford,50.0,4.5,1055.0,0,3,
4213,the tyrant banker series book three,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,penelope sky,218.0,4.6,668.0,0,3,
4214,lol laugh out loud an after oscar novel,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,lucy lennox,70.0,4.1,668.0,0,3,
4216,a memory called empire,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,arkady martine,521.0,4.4,323.0,0,3,
4217,the naked face,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,sidney sheldon,168.0,4.3,702.0,0,3,
4218,the calculating star a lady astronaut novel,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,mary robinette kowal,567.0,4.2,836.0,0,3,
4220,in search of memory the emergence of a new science of mind,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,eric r. kandel,169.0,4.7,703.0,0,3,
4221,his at night,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,sherry thomas,62.0,4.3,1055.0,0,3,
